date,Day,Visitor,League,Home,Time,Stadium,Longitude,Latitude,Elevation
6/25/2013,Tue,NYN,NL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/25/2013,Tue,ANA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/25/2013,Tue,SLN,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/25/2013,Tue,ATL,NL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/25/2013,Tue,SFN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/25/2013,Tue,MIN,AL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
6/25/2013,Tue,CHN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/25/2013,Tue,TEX,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
6/25/2013,Tue,CIN,NL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
6/25/2013,Tue,PHI,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/25/2013,Tue,PIT,NL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/25/2013,Tue,TOR,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/25/2013,Tue,ARI,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/26/2013,Wed,CLE,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/26/2013,Wed,COL,NL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/26/2013,Wed,NYN,NL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/26/2013,Wed,ANA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/26/2013,Wed,SLN,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/26/2013,Wed,ATL,NL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
6/26/2013,Wed,SFN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/26/2013,Wed,MIN,AL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
6/26/2013,Wed,CHN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/26/2013,Wed,TEX,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
6/26/2013,Wed,CIN,NL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
6/26/2013,Wed,PHI,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
6/26/2013,Wed,PIT,NL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/26/2013,Wed,TOR,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/26/2013,Wed,ARI,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/27/2013,Thu,CLE,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/27/2013,Thu,TOR,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/27/2013,Thu,ANA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
6/27/2013,Thu,PHI,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/27/2013,Thu,CHN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
6/27/2013,Thu,KCA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/27/2013,Thu,TEX,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
6/27/2013,Thu,ARI,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
6/28/2013,Fri,ARI,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/28/2013,Fri,NYA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/28/2013,Fri,TOR,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/28/2013,Fri,CLE,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/28/2013,Fri,SFN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/28/2013,Fri,ANA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/28/2013,Fri,PHI,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/28/2013,Fri,SDN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
6/28/2013,Fri,KCA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/28/2013,Fri,WAS,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/28/2013,Fri,SLN,NL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
6/28/2013,Fri,MIL,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
6/28/2013,Fri,CHN,NL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/28/2013,Fri,DET,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/28/2013,Fri,CIN,NL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/29/2013,Sat,ARI,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/29/2013,Sat,NYA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/29/2013,Sat,TOR,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/29/2013,Sat,CLE,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/29/2013,Sat,SFN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/29/2013,Sat,ANA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/29/2013,Sat,PHI,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/29/2013,Sat,SDN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
6/29/2013,Sat,KCA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/29/2013,Sat,WAS,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/29/2013,Sat,SLN,NL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
6/29/2013,Sat,MIL,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
6/29/2013,Sat,CHN,NL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/29/2013,Sat,DET,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/29/2013,Sat,CIN,NL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
6/30/2013,Sun,ARI,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
6/30/2013,Sun,NYA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
6/30/2013,Sun,TOR,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
6/30/2013,Sun,CLE,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
6/30/2013,Sun,SFN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
6/30/2013,Sun,ANA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
6/30/2013,Sun,PHI,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
6/30/2013,Sun,SDN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
6/30/2013,Sun,KCA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
6/30/2013,Sun,WAS,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
6/30/2013,Sun,SLN,NL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
6/30/2013,Sun,MIL,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
6/30/2013,Sun,CHN,NL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
6/30/2013,Sun,DET,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
6/30/2013,Sun,CIN,NL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
7/1/2013,Mon,SFN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
7/1/2013,Mon,TBA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
7/1/2013,Mon,SDN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
7/1/2013,Mon,NYA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
7/1/2013,Mon,ARI,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
7/1/2013,Mon,DET,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
7/1/2013,Mon,MIL,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
7/2/2013,Tue,SLN,NL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
7/2/2013,Tue,MIA,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
7/2/2013,Tue,SDN,NL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
7/2/2013,Tue,BAL,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
7/2/2013,Tue,SFN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
7/2/2013,Tue,LAN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
7/2/2013,Tue,TBA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
7/2/2013,Tue,CLE,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
7/2/2013,Tue,NYA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
7/2/2013,Tue,ARI,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
7/2/2013,Tue,CHN,NL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
7/2/2013,Tue,PHI,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
7/2/2013,Tue,SEA,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
7/2/2013,Tue,DET,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
7/2/2013,Tue,MIL,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
7/3/2013,Wed,SLN,NL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
7/3/2013,Wed,MIA,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
7/3/2013,Wed,SDN,NL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
7/3/2013,Wed,BAL,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
7/3/2013,Wed,SFN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
7/3/2013,Wed,LAN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
7/3/2013,Wed,TBA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
7/3/2013,Wed,CLE,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
7/3/2013,Wed,NYA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
7/3/2013,Wed,ARI,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
7/3/2013,Wed,CHN,NL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
7/3/2013,Wed,PHI,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
7/3/2013,Wed,SEA,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
7/3/2013,Wed,DET,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
7/3/2013,Wed,MIL,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
7/4/2013,Thu,SLN,NL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
7/4/2013,Thu,MIA,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
7/4/2013,Thu,SDN,NL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
7/4/2013,Thu,BAL,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
7/4/2013,Thu,SFN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
7/4/2013,Thu,LAN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
7/4/2013,Thu,TBA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
7/4/2013,Thu,CLE,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
7/4/2013,Thu,NYA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
7/4/2013,Thu,ARI,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
7/4/2013,Thu,CHN,NL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
7/4/2013,Thu,PHI,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
7/4/2013,Thu,SEA,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
7/4/2013,Thu,DET,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
7/4/2013,Thu,MIL,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
7/5/2013,Fri,BOS,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
7/5/2013,Fri,COL,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
7/5/2013,Fri,PIT,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
7/5/2013,Fri,SEA,AL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
7/5/2013,Fri,DET,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
7/5/2013,Fri,OAK,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
7/5/2013,Fri,NYN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
7/5/2013,Fri,BAL,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
7/5/2013,Fri,ATL,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
7/5/2013,Fri,LAN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
7/5/2013,Fri,MIA,NL,SLN,19:00,,,,
7/5/2013,Fri,CHA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
7/5/2013,Fri,HOU,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
7/5/2013,Fri,MIN,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
7/5/2013,Fri,SDN,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
7/6/2013,Sat,BOS,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
7/6/2013,Sat,COL,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
7/6/2013,Sat,PIT,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
7/6/2013,Sat,SEA,AL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
7/6/2013,Sat,DET,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
7/6/2013,Sat,OAK,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
7/6/2013,Sat,NYN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
7/6/2013,Sat,BAL,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
7/6/2013,Sat,ATL,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
7/6/2013,Sat,LAN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
7/6/2013,Sat,MIA,NL,SLN,19:00,,,,
7/6/2013,Sat,CHA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
7/6/2013,Sat,HOU,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
7/6/2013,Sat,MIN,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
7/6/2013,Sat,SDN,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
7/7/2013,Sun,BOS,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
7/7/2013,Sun,COL,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
7/7/2013,Sun,PIT,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
7/7/2013,Sun,SEA,AL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
7/7/2013,Sun,DET,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
7/7/2013,Sun,OAK,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
7/7/2013,Sun,NYN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
7/7/2013,Sun,BAL,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
7/7/2013,Sun,ATL,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
7/7/2013,Sun,LAN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
7/7/2013,Sun,MIA,NL,SLN,19:00,,,,
7/7/2013,Sun,CHA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
7/7/2013,Sun,HOU,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
7/7/2013,Sun,MIN,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
7/7/2013,Sun,SDN,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
7/8/2013,Mon,LAN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
7/8/2013,Mon,TEX,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
7/8/2013,Mon,DET,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
7/8/2013,Mon,ATL,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
7/8/2013,Mon,CIN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
7/8/2013,Mon,KCA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
7/8/2013,Mon,WAS,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
7/8/2013,Mon,OAK,AL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
7/8/2013,Mon,COL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
7/8/2013,Mon,BOS,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
7/8/2013,Mon,NYN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
7/8/2013,Mon,MIN,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
7/9/2013,Tue,LAN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
7/9/2013,Tue,TEX,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
7/9/2013,Tue,ANA,AL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
7/9/2013,Tue,TOR,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
7/9/2013,Tue,CHA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
7/9/2013,Tue,ATL,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
7/9/2013,Tue,CIN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
7/9/2013,Tue,KCA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
7/9/2013,Tue,WAS,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
7/9/2013,Tue,OAK,AL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
7/9/2013,Tue,COL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
7/9/2013,Tue,BOS,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
7/9/2013,Tue,NYN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
7/9/2013,Tue,HOU,AL,SLN,19:00,,,,
7/9/2013,Tue,MIN,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
7/10/2013,Wed,LAN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
7/10/2013,Wed,TEX,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
7/10/2013,Wed,ANA,AL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
7/10/2013,Wed,TOR,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
7/10/2013,Wed,CHA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
7/10/2013,Wed,ATL,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
7/10/2013,Wed,CIN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
7/10/2013,Wed,KCA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
7/10/2013,Wed,WAS,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
7/10/2013,Wed,OAK,AL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
7/10/2013,Wed,COL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
7/10/2013,Wed,BOS,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
7/10/2013,Wed,NYN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
7/10/2013,Wed,HOU,AL,SLN,19:00,,,,
7/10/2013,Wed,MIN,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
7/11/2013,Thu,MIL,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
7/11/2013,Thu,CIN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
7/11/2013,Thu,TEX,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
7/11/2013,Thu,SLN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
7/11/2013,Thu,TOR,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
7/11/2013,Thu,CHA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
7/11/2013,Thu,COL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
7/11/2013,Thu,KCA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
7/11/2013,Thu,WAS,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
7/11/2013,Thu,SFN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
7/11/2013,Thu,BOS,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
7/11/2013,Thu,MIN,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
7/12/2013,Fri,MIL,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
7/12/2013,Fri,CIN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
7/12/2013,Fri,TOR,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
7/12/2013,Fri,SLN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
7/12/2013,Fri,KCA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
7/12/2013,Fri,TEX,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
7/12/2013,Fri,COL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
7/12/2013,Fri,WAS,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
7/12/2013,Fri,MIN,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
7/12/2013,Fri,BOS,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
7/12/2013,Fri,CHA,AL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
7/12/2013,Fri,NYN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
7/12/2013,Fri,SFN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
7/12/2013,Fri,ANA,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
7/12/2013,Fri,HOU,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
7/13/2013,Sat,MIL,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
7/13/2013,Sat,CIN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
7/13/2013,Sat,TOR,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
7/13/2013,Sat,SLN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
7/13/2013,Sat,KCA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
7/13/2013,Sat,TEX,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
7/13/2013,Sat,COL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
7/13/2013,Sat,WAS,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
7/13/2013,Sat,MIN,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
7/13/2013,Sat,BOS,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
7/13/2013,Sat,CHA,AL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
7/13/2013,Sat,NYN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
7/13/2013,Sat,SFN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
7/13/2013,Sat,ANA,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
7/13/2013,Sat,HOU,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
7/14/2013,Sun,MIL,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
7/14/2013,Sun,CIN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
7/14/2013,Sun,TOR,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
7/14/2013,Sun,SLN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
7/14/2013,Sun,KCA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
7/14/2013,Sun,TEX,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
7/14/2013,Sun,COL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
7/14/2013,Sun,WAS,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
7/14/2013,Sun,MIN,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
7/14/2013,Sun,BOS,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
7/14/2013,Sun,CHA,AL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
7/14/2013,Sun,NYN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
7/14/2013,Sun,SFN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
7/14/2013,Sun,ANA,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
7/14/2013,Sun,HOU,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
7/19/2013,Fri,OAK,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
7/19/2013,Fri,NYA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
7/19/2013,Fri,ATL,NL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
7/19/2013,Fri,PIT,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
7/19/2013,Fri,CHN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
7/19/2013,Fri,SEA,AL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
7/19/2013,Fri,DET,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
7/19/2013,Fri,MIA,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
7/19/2013,Fri,CLE,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
